4242,33352,32200,33054,0,0,0,0,0
4228,33348,32195,32997,0,0,0,0,0
4212,33345,32193,32975,0,0,0,0,0
4199,33346,32195,32998,0,0,0,0,0
4196,33349,32201,33057,0,0,0,0,0
4208,33354,32207,33127,0,0,0,0,0
4234,33361,32212,33188,0,0,0,0,0
4265,33367,32213,33221,0,0,0,0,0
4291,33372,32211,33232,0,0,0,0,0
4301,33374,32207,33222,0,0,0,0,0
4289,33374,32202,33185,0,0,0,0,0
4261,33371,32196,33131,0,0,0,0,0
4224,33366,32192,33064,0,0,0,0,0
4194,33362,32189,33009,0,0,0,0,0
4180,33358,32188,32989,0,0,0,0,0
4184,33357,32190,33011,0,0,0,0,0
4199,33358,32194,33068,0,0,0,0,0
4218,33360,32198,33133,0,0,0,0,0
4228,33363,32202,33185,0,0,0,0,0
4228,33367,32205,33212,0,0,0,0,0
4220,33370,32207,33218,0,0,0,0,0
4210,33373,32209,33216,0,0,0,0,0
4205,33372,32212,33212,0,0,0,0,0
4209,33369,32214,33218,0,0,0,0,0
4217,33363,32217,33226,0,0,0,0,0
4221,33357,32217,33234,0,0,0,0,0
4216,33353,32215,33239,0,0,0,0,0
4201,33353,32211,33239,0,0,0,0,0
4180,33356,32204,33236,0,0,0,0,0
4165,33361,32197,33229,0,0,0,0,0
4163,33366,32190,33223,0,0,0,0,0
4177,33368,32186,33218,0,0,0,0,0
4202,33369,32185,33216,0,0,0,0,0
4230,33369,32187,33216,0,0,0,0,0
4253,33367,32190,33222,0,0,0,0,0
4262,33366,32194,33231,0,0,0,0,0
4261,33366,32197,33244,0,0,0,0,0
4252,33367,32200,33255,0,0,0,0,0
4242,33370,32202,33260,0,0,0,0,0
4234,33373,32205,33256,0,0,0,0,0
4228,33374,32209,33243,0,0,0,0,0
4224,33373,32212,33228,0,0,0,0,0
4218,33370,32214,33214,0,0,0,0,0
4210,33367,32212,33205,0,0,0,0,0
4202,33365,32208,33203,0,0,0,0,0
4196,33364,32202,33205,0,0,0,0,0
4193,33363,32199,33213,0,0,0,0,0
4195,33362,32197,33223,0,0,0,0,0
4199,33360,32198,33236,0,0,0,0,0
4206,33358,32199,33247,0,0,0,0,0
4210,33358,32200,33252,0,0,0,0,0
4213,33360,32199,33251,0,0,0,0,0
4215,33363,32197,33244,0,0,0,0,0
4217,33365,32196,33233,0,0,0,0,0
4222,33364,32197,33219,0,0,0,0,0
4228,33362,32200,33208,0,0,0,0,0
4235,33358,32204,33202,0,0,0,0,0
4241,33357,32209,33203,0,0,0,0,0
4246,33361,32216,33222,0,0,0,0,0
4250,33370,32224,33257,0,0,0,0,0
4254,33381,32230,33302,0,0,0,0,0
4256,33391,32234,33340,0,0,0,0,0
4254,33395,32233,33356,0,0,0,0,0
4248,33392,32228,33343,0,0,0,0,0
4243,33382,32222,33307,0,0,0,0,0
4243,33371,32217,33262,0,0,0,0,0
4250,33361,32216,33226,0,0,0,0,0
4261,33355,32217,33206,0,0,0,0,0
4268,33352,32218,33201,0,0,0,0,0
4266,33351,32217,33206,0,0,0,0,0
4254,33350,32213,33217,0,0,0,0,0
4238,33347,32208,33230,0,0,0,0,0
4223,33344,32204,33246,0,0,0,0,0
4214,33342,32201,33259,0,0,0,0,0
4210,33342,32199,33264,0,0,0,0,0
4209,33344,32198,33261,0,0,0,0,0
4209,33349,32196,33250,0,0,0,0,0
4213,33354,32195,33236,0,0,0,0,0
4222,33357,32193,33221,0,0,0,0,0
4235,33358,32193,33212,0,0,0,0,0
4247,33356,32194,33209,0,0,0,0,0
4253,33354,32198,33219,0,0,0,0,0
4253,33352,32203,33251,0,0,0,0,0
4249,33353,32210,33306,0,0,0,0,0
4243,33355,32217,33374,0,0,0,0,0
4238,33358,32221,33429,0,0,0,0,0
4235,33362,32221,33449,0,0,0,0,0
4233,33365,32218,33423,0,0,0,0,0
4230,33366,32212,33363,0,0,0,0,0
4227,33364,32206,33294,0,0,0,0,0
4224,33360,32201,33234,0,0,0,0,0
4222,33357,32199,33202,0,0,0,0,0
4220,33354,32199,33192,0,0,0,0,0
4217,33354,32201,33202,0,0,0,0,0
4211,33356,32206,33236,0,0,0,0,0
4207,33360,32212,33289,0,0,0,0,0
